"temp","mltss","sludge_prod"
15.8,2975,2528.86904099288
15.8,3000,2523.20057237316
15.8,3025,2517.57554894021
15.8,3050,2511.9944600017
15.8,3075,2506.45738379656
15.8,3100,2500.96344642876
15.8,3125,2495.51335685656
15.8,3150,2490.10670564097
15.8,3175,2484.74336279531
15.8,3200,2479.4231255719
15.8,3225,2474.14580519202
15.8,3250,2468.91118457236
15.8,3275,2463.71934879564
15.8,3300,2458.56910160288
15.8,3325,2453.46115235497
15.8,3350,2448.39486628958
15.8,3375,2443.37001446321
15.8,3400,2438.38628778086
15.8,3425,2433.44339851668
15.8,3450,2428.54104769635
15.8,3475,2423.67892323717
15.8,3500,2418.85671734369
15.8,3525,2414.07410883447
15.8,3550,2409.33079419416
15.8,3575,2404.62643213513
15.8,3600,2399.96144262889
15.8,3625,2395.33315761688
15.8,3650,2390.74390323167
15.8,3675,2386.19215109971
15.8,3700,2381.67771812637
15.8,3725,2377.20029580622
15.8,3750,2372.75954296672
15.8,3775,2368.35513244354
15.8,3800,2363.98677700386
15.8,3825,2359.65402649372
15.8,3850,2355.35667359513
15.8,3875,2351.0944111565
15.8,3900,2346.87075669638
15.8,3925,2342.67352003278
15.8,3950,2338.51420670807
15.8,3975,2334.38886226537
15.8,4000,2330.29692908481
15.9,2500,2637.10001630468
15.9,2525,2630.69335300968
15.9,2550,2624.30852845439
15.9,2575,2617.94957630563
15.9,2600,2611.6197695287
15.9,2625,2605.32192094842
15.9,2650,2599.05837941998
15.9,2675,2592.83111637073
15.9,2700,2586.64175157454
15.9,2725,2580.49175046635
15.9,2750,2574.38226071807
15.9,2775,2568.3141067871
15.9,2800,2562.28823345302
15.9,2825,2556.30524223124
15.9,2850,2550.36566613298
15.9,2875,2544.46991535059
15.9,2900,2538.61831890249
15.9,2925,2532.81111323385
15.9,2950,2527.0484493122
15.9,2975,2521.33047130994
15.9,3000,2515.65719823246
15.9,3025,2510.02865056558
15.9,3050,2504.44478316681
15.9,3075,2498.90551553508
15.9,3100,2493.41073643702
15.9,3125,2487.96030786887
15.9,3150,2482.55405592917
15.9,3175,2477.19180101984
15.9,3200,2471.87331606801
15.9,3225,2466.59841353979
15.9,3250,2461.36680315737
15.9,3275,2456.17819259772
15.9,3300,2451.03214168387
15.9,3325,2445.92910285628
15.9,3350,2440.8678588232
15.9,3375,2435.84882278354
15.9,3400,2430.87123452775
15.9,3425,2425.93493180973
15.9,3450,2421.03959659511
15.9,3475,2416.18490526814
15.9,3500,2411.37037953974
15.9,3525,2406.59577991048
15.9,3550,2401.86140870189
15.9,3575,2397.16646929876
15.9,3600,2392.50973214621
15.9,3625,2387.89175286624
15.9,3650,2383.31227931816
15.9,3675,2378.77074433891
15.9,3700,2374.2668421751
15.9,3725,2369.80021717333
15.9,3750,2365.37053999791
15.9,3775,2360.9775040395
15.9,3800,2356.62065040083
15.9,3825,2352.2999225952
15.9,3850,2348.01447467807
15.9,3875,2343.76453650801
15.9,3900,2339.549322139
15.9,3925,2335.36880445275
15.9,3950,2331.22253779522
15.9,3975,2327.10938403989
15.9,4000,2323.03148041723
16,2500,2629.92370712692
16,2525,2623.4732065726
16,2550,2617.0491334446
16,2575,2610.65491744724
16,2600,2604.29342718604
16,2625,2597.96708235841
16,2650,2591.6778926024
16,2675,2585.42755895811
16,2700,2579.21748780901
16,2725,2573.04886412318
16,2750,2566.92266329798
16,2775,2560.83969006977
16,2800,2554.800600127
16,2825,2548.80592713283
16,2850,2542.85608029984
16,2875,2536.95138411928
16,2900,2531.09207416413
16,2925,2525.27831462588
16,2950,2519.51020147328
16,2975,2513.78777874126
16,3000,2508.1110379243
16,3025,2502.47993090636
16,3050,2496.89436496313
16,3075,2491.3542169965
16,3100,2485.85933921762
16,3125,2480.40954445328
16,3150,2475.00483019397
16,3175,2469.6443876966
16,3200,2464.32856014906
16,3225,2459.05689460999
16,3250,2453.82912229875
16,3275,2448.64481323415
16,3300,2443.50410115078
16,3325,2438.40625287624
16,3350,2433.35110514474
16,3375,2428.33846291024
16,3400,2423.36762016328
16,3425,2418.43863728652
16,3450,2413.55100183836
16,3475,2408.70442960834
16,3500,2403.89856843892
16,3525,2399.13270020253
16,3550,2394.40699277321
16,3575,2389.721696966
16,3600,2385.07516886263
16,3625,2380.46886058964
16,3650,2375.90003231864
16,3675,2371.36791776586
16,3700,2366.87508894478
16,3725,2362.42013404836
16,3750,2358.001741717
16,3775,2353.62057620467
16,3800,2349.27585725488
16,3825,2344.96737915025
16,3850,2340.69538157377
16,3875,2336.46175791387
16,3900,2332.2552459058
16,3925,2328.08790809698
16,3950,2323.95502091746
16,3975,2319.8562485323
16,4000,2315.79123533433
16.1,2500,2622.70404952765
16.1,2525,2616.21392345051
16.1,2550,2609.75427225263
16.1,2575,2603.32819384748
16.1,2600,2596.93805847279
16.1,2625,2590.5859676573
16.1,2650,2584.27366576645
16.1,2675,2578.00259840095
16.1,2700,2571.77391620875
16.1,2725,2565.58865376756
16.1,2750,2559.44768409359
16.1,2775,2553.35155299339
16.1,2800,2547.30092570446
16.1,2825,2541.29611267955
16.1,2850,2535.33747010262
16.1,2875,2529.42522227157
16.1,2900,2523.55953888375
16.1,2925,2517.74050119761
16.1,2950,2511.96814499643
16.1,2975,2506.24245304615
16.1,3000,2500.56336289392
16.1,3025,2494.93078199465
16.1,3050,2489.34456580578
16.1,3075,2483.80455267614
16.1,3100,2478.31054962098
16.1,3125,2472.86234639336
16.1,3150,2467.45970156962
16.1,3175,2462.10236267541
16.1,3200,2456.79005886671
16.1,3225,2451.5223786692
16.1,3250,2446.29940763556
16.1,3275,2441.12045458102
16.1,3300,2435.98532851042
16.1,3325,2430.89370864406
16.1,3350,2425.84525690053
16.1,3375,2420.83963135552
16.1,3400,2415.87651527933
16.1,3425,2410.95561053105
16.1,3450,2406.07628542516
16.1,3475,2401.23852956518
16.1,3500,2396.44146656366
16.1,3525,2391.68582108811
16.1,3550,2386.97016420641
16.1,3575,2382.29452517127
16.1,3600,2377.65849782302
16.1,3625,2373.06182923717
16.1,3650,2368.50386750535
16.1,3675,2363.98449546374
16.1,3700,2359.50338436007
16.1,3725,2355.06004473533
16.1,3750,2350.65416418714
16.1,3775,2346.28535672632
16.1,3800,2341.95330063835
16.1,3825,2337.65738206553
16.1,3850,2333.39797069289
16.1,3875,2329.16834416164
16.1,3900,2324.98535237206
16.1,3925,2320.83166265324
16.1,3950,2316.71261591998
16.1,3975,2312.62784005518
16.1,4000,2308.57709436987
16.2,2500,2615.44525671515
16.2,2525,2608.91926295958
16.2,2550,2602.42750848481
16.2,2575,2595.97258292489
16.2,2600,2589.5565787115
16.2,2625,2583.18126391436
16.2,2650,2576.8481916148
16.2,2675,2570.55851839128
16.2,2700,2564.31326667616
16.2,2725,2558.11330435117
16.2,2750,2551.95930825893
16.2,2775,2545.85177117164
16.2,2800,2539.79101740694
16.2,2825,2533.77754118119
16.2,2850,2527.81145246695
16.2,2875,2521.89304976748
16.2,2900,2516.02226334348
16.2,2925,2510.19917460175
16.2,2950,2504.42373665553
16.2,2975,2498.69591607157
16.2,3000,2493.01557152127
16.2,3025,2487.38255917395
16.2,3050,2481.79671055732
16.2,3075,2476.2578144147
16.2,3100,2470.76561769414
16.2,3125,2465.31995674496
16.2,3150,2459.92047479233
16.2,3175,2454.56692346479
16.2,3200,2449.2589925798
16.2,3225,2443.99638263926
16.2,3250,2438.77876796571
16.2,3275,2433.60580120644
16.2,3300,2428.47719961938
16.2,3325,2423.39255486635
16.2,3350,2418.35152847145
16.2,3375,2413.35377896973
16.2,3400,2408.39893569183
16.2,3425,2403.48663859719
16.2,3450,2398.61650645222
16.2,3475,2393.78839250004
16.2,3500,2389.00128448572
16.2,3525,2384.25544452631
16.2,3550,2379.55029205571
16.2,3575,2374.8854067643
16.2,3600,2370.26050793621
16.2,3625,2365.67513781022
16.2,3650,2361.12895266287
16.2,3675,2356.62157694217
16.2,3700,2352.15262352988
16.2,3725,2347.72173838094
16.2,3750,2343.32854543104
16.2,3775,2338.97267611009
16.2,3800,2334.65376377221
16.2,3825,2330.37144385464
16.2,3850,2326.12535307836
16.2,3875,2321.91513252769
16.2,3900,2317.74042272277
16.2,3925,2313.60086751355
16.2,3950,2309.49611549178
16.2,3975,2305.42581692606
16.2,4000,2301.38962224321
16.3,2500,2608.15114125983
16.3,2525,2601.59272740202
16.3,2550,2595.07194376727
16.3,2575,2588.59098515394
16.3,2600,2582.15168295221
16.3,2625,2575.75555558763
16.3,2650,2569.40384575347
16.3,2675,2563.09760331042
16.3,2700,2556.83769538928
16.3,2725,2550.62471707903
16.3,2750,2544.4592576105
16.3,2775,2538.34182014087
16.3,2800,2532.27260305446
16.3,2825,2526.25188496706
16.3,2850,2520.27979102327
16.3,2875,2514.35640789235
16.3,2900,2508.4817520969
16.3,2925,2502.65578412233
16.3,2950,2496.87843624244
16.3,2975,2491.14953133575
16.3,3000,2485.46898850217
16.3,3025,2479.83657527978
16.3,3050,2474.25208293683
16.3,3075,2468.7152627882
16.3,3100,2463.22586042327
16.3,3125,2457.78358664465
16.3,3150,2452.38814767866
16.3,3175,2447.03923124024
16.3,3200,2441.7364922597
16.3,3225,2436.47965650936
16.3,3250,2431.26829794002
16.3,3275,2426.10212126122
16.3,3300,2420.98077374515
16.3,3325,2415.90397967323
16.3,3350,2410.87083911853
16.3,3375,2405.8818010733
16.3,3400,2400.93593825446
16.3,3425,2396.03309989395
16.3,3450,2391.17262031993
16.3,3475,2386.3542244178
16.3,3500,2381.57791413425
16.3,3525,2376.84232902233
16.3,3550,2372.14881617659
16.3,3575,2367.49535241616
16.3,3600,2362.88210821255
16.3,3625,2358.30871819463
16.3,3650,2353.77548332241
16.3,3675,2349.27992338609
16.3,3700,2344.82402641733
16.3,3725,2340.40578773053
16.3,3750,2336.02580965704
16.3,3775,2331.68337530128
16.3,3800,2327.37812860835
16.3,3825,2323.10963735571
16.3,3850,2318.87758838339
16.3,3875,2314.68159492577
16.3,3900,2310.52147328549
16.3,3925,2306.39631286559
16.3,3950,2302.30629879341
16.3,3975,2298.25089842151
16.3,4000,2294.22973427138
16.4,2500,2600.82523038533
16.4,2525,2594.23747395142
16.4,2550,2587.69048463048
16.4,2575,2581.18611001764
16.4,2600,2574.72588209914
16.4,2625,2568.31110284119
16.4,2650,2561.94282633828
16.4,2675,2555.62191372943
16.4,2700,2549.34910951314
16.4,2725,2543.1248040115
16.4,2750,2536.94954483719
16.4,2775,2530.82370549679
16.4,2800,2524.74736003425
16.4,2825,2518.72073272482
16.4,2850,2512.74387695045
16.4,2875,2506.81679434875
16.4,2900,2500.93945846128
16.4,2925,2495.11175588778
16.4,2950,2489.33355902015
16.4,2975,2483.60469292165
16.4,3000,2477.92496602489
16.4,3025,2472.2941373824
16.4,3050,2466.71195448501
16.4,3075,2461.17814202228
16.4,3100,2455.6924038061
16.4,3125,2450.25442679579
16.4,3150,2444.86388709597
16.4,3175,2439.52044455887
16.4,3200,2434.22374880447
16.4,3225,2428.97344022879
16.4,3250,2423.76911924951
16.4,3275,2418.61051047337
16.4,3300,2413.49713423556
16.4,3325,2408.42863733175
16.4,3350,2403.40463034517
16.4,3375,2398.42472420057
16.4,3400,2393.48849979683
16.4,3425,2388.59557747971
16.4,3450,2383.7456207662
16.4,3475,2378.93810176348
16.4,3500,2374.17274376836
16.4,3525,2369.44893246331
16.4,3550,2364.76669121571
16.4,3575,2360.12521194839
16.4,3600,2355.52425748347
16.4,3625,2350.9633604693
16.4,3650,2346.44220609517
16.4,3675,2341.96036076688
16.4,3700,2337.51743775272
16.4,3725,2333.11396097349
16.4,3750,2328.74669899254
16.4,3775,2324.41829803948
16.4,3800,2320.12721059418
16.4,3825,2315.87513536524
16.4,3850,2311.65551575566
16.4,3875,2307.47417031585
16.4,3900,2303.32872169141
16.4,3925,2299.21874994443
16.4,3950,2295.14392760453
16.4,3975,2291.1038447241
16.4,4000,2287.0981567175
16.5,2500,2593.47053036429
16.5,2525,2586.85642319516
16.5,2550,2580.28586126055
16.5,2575,2573.76045418187
16.5,2600,2567.28152411027
16.5,2625,2560.85015319596
16.5,2650,2554.46722182474
16.5,2675,2548.13342723779
16.5,2700,2541.84932474395
16.5,2725,2535.61537482438
16.5,2750,2529.4318230653
16.5,2775,2523.29895296823
16.5,2800,2517.21686248466
16.5,2825,2511.18572748402
16.5,2850,2505.20525432277
16.5,2875,2499.27567433867
16.5,2900,2493.39679153994
16.5,2925,2487.5684570152
16.5,2950,2481.79048672346
16.5,2975,2476.06244133891
16.5,3000,2470.38475152381
16.5,3025,2464.75636682534
16.5,3050,2459.17754771623
16.5,3075,2453.64764398608
16.5,3100,2448.16645710616
16.5,3125,2442.73365745589
16.5,3150,2437.34883589777
16.5,3175,2432.01168209757
16.5,3200,2426.72179929319
16.5,3225,2421.47869530762
